,TrainLoss,TestLoss
0,1.03831148147583,5531.6103515625
1,0.8463209867477417,3695.69384765625
2,0.7910122871398926,5432.380859375
3,0.752888560295105,6673.69091796875
4,0.7136980891227722,12068.3466796875
5,0.6889358758926392,3192.244873046875
6,0.6625974178314209,7154.72509765625
7,0.6037276387214661,562.1036987304688
8,0.5705966353416443,713.0745849609375
9,0.5501585602760315,435.0777587890625
10,0.5146859288215637,6996.60693359375
11,0.5068193078041077,11011.19921875
12,0.47919654846191406,6247.5283203125
13,0.4617530405521393,3916.842529296875
14,0.4355252683162689,18663.1015625
15,0.4130415618419647,1051.7139892578125
16,0.39363718032836914,3078.7734375
17,0.3685867190361023,1717.1943359375
18,0.33971598744392395,2786.443603515625
19,0.31821519136428833,1953.225341796875
20,0.23923006653785706,915.4640502929688
21,0.22345763444900513,1178.075927734375
22,0.21617677807807922,478.8887939453125
23,0.20686160027980804,347.0061340332031
24,0.20086728036403656,318.6676025390625
25,0.20350441336631775,176.74378967285156
26,0.19892042875289917,190.37525939941406
27,0.19886985421180725,160.900146484375
28,0.19266721606254578,784.736328125
29,0.19051766395568848,210.1700897216797
30,0.19198206067085266,333.5205383300781
31,0.18690933287143707,269.3921203613281
32,0.18652310967445374,448.0330810546875
33,0.18776968121528625,387.17071533203125
34,0.1855042278766632,508.972900390625
35,0.18372415006160736,1087.8057861328125
36,0.18365472555160522,139.49078369140625
37,0.18599191308021545,134.35906982421875
38,0.1820499151945114,132.49642944335938
39,0.18007929623126984,184.73626708984375
40,0.18226143717765808,738.2755126953125
41,0.17976069450378418,231.59974670410156
42,0.1803036481142044,117.6907730102539
43,0.18109138309955597,169.7006378173828
44,0.17763632535934448,280.2708740234375
45,0.17600670456886292,128.94482421875
46,0.17382417619228363,162.6324920654297
47,0.1731109768152237,1047.7728271484375
48,0.17391829192638397,319.1814880371094
49,0.17817917466163635,127.19950103759766
50,0.1735544502735138,470.1797790527344
51,0.17613376677036285,113.4869155883789
52,0.17253927886486053,132.56434631347656
53,0.16943757236003876,261.3998718261719
54,0.17021337151527405,246.39527893066406
55,0.17120936512947083,138.2197265625
56,0.1665371060371399,165.82960510253906
57,0.1706930249929428,458.5744323730469
58,0.16975125670433044,201.970703125
59,0.16625696420669556,142.61669921875
60,0.16820117831230164,259.59576416015625
61,0.16212069988250732,224.23487854003906
62,0.165745347738266,137.7744903564453
63,0.16239774227142334,186.2458038330078
64,0.16721394658088684,135.42935180664062
65,0.16233190894126892,205.28564453125
66,0.16193850338459015,245.380126953125
67,0.16174326837062836,247.68423461914062
68,0.16257542371749878,808.0712890625
69,0.16194574534893036,735.3865966796875
70,0.16061118245124817,147.967529296875
71,0.1615842580795288,136.96237182617188
