,NSE_Test,KGE_Test
0,0.9424145705997944,0.9221552619340168
1,0.9187788143754005,0.9304995780745124
2,0.8911851048469543,0.9067329618872614
3,0.8630825877189636,0.8674236162350485
4,0.8376952856779099,0.8387049223145818
5,0.8168778866529465,0.8247434569685306
6,0.8004068583250046,0.8194627923024246
7,0.7878383845090866,0.8170805900393097
8,0.7785551995038986,0.8145832781347908
9,0.7718485742807388,0.8110487566321601
10,0.7669712156057358,0.8065702642703123
11,0.7632155567407608,0.8015848419649667
12,0.7598133236169815,0.7964201915815604
13,0.7561782896518707,0.791318565755429
14,0.7521699517965317,0.7864619039350278
15,0.7479795813560486,0.7820024944368027
16,0.7441489398479462,0.7781143515777726
17,0.7410382032394409,0.7748721378026648
18,0.7387499511241913,0.7722538972796124
19,0.7372683584690094,0.7702092837301369
20,0.7364828586578369,0.7686675012705696
21,0.7360070645809174,0.767411463066174
22,0.7357876300811768,0.7664038690710744
23,0.7358942329883575,0.7657059203044374
24,0.736299067735672,0.7653552935934372
25,0.7368671894073486,0.7653254009041661
26,0.7374958693981171,0.76556287395853
27,0.7381740212440491,0.7660287255896081
28,0.7388127744197845,0.7666529537797482
29,0.7393474578857422,0.7673547015251077
30,0.7396508753299713,0.7680253158617965
31,0.7397293746471405,0.7685999152689864
32,0.7397104203701019,0.769066902551429
33,0.7396754622459412,0.7694354579629011
34,0.7396084070205688,0.7696941022484906
35,0.7394258081912994,0.7698219943610891
36,0.7390442490577698,0.7698013122260402
37,0.7384286224842072,0.7696298875578411
38,0.737641453742981,0.7693383661574127
39,0.736736923456192,0.7689534027337449
40,0.7359025180339813,0.7685478682602578
41,0.7352524399757385,0.7681685837689456
42,0.7349110841751099,0.7678619237666201
43,0.7348237633705139,0.7676100423658138
44,0.734833687543869,0.767357362123296
45,0.7347727715969086,0.7670426920204294
46,0.7345689535140991,0.7666387321849832
47,0.7341998219490051,0.7661336534276805
48,0.733654260635376,0.7655243160034567
49,0.7328944802284241,0.7647979734872399
50,0.7319284975528717,0.7639594758847257
51,0.730863481760025,0.763042502189428
52,0.7298131883144379,0.7620791279524373
53,0.7289321422576904,0.7611177909607247
54,0.7283250689506531,0.7601879185877349
55,0.7279740571975708,0.7592795344300797
56,0.7277726531028748,0.7583557023556347
57,0.7276071012020111,0.75740602576198
58,0.7274291515350342,0.7564444991938373
59,0.7272849977016449,0.7555126775916199
60,0.7272347211837769,0.7546523521038346
61,0.7272807061672211,0.7538909981623613
62,0.7274104654788971,0.7532472611925711
63,0.7276842594146729,0.752754263496376
64,0.7280924618244171,0.7524091839179333
65,0.7287101447582245,0.7522241146090496
66,0.7294741570949554,0.752163761675248
67,0.7302987277507782,0.7521853075236631
68,0.7310685813426971,0.7522416869825825
69,0.7316800653934479,0.7522889647629002
70,0.7320428192615509,0.7522879954901527
71,0.7320838868618011,0.7522025661807585
72,0.7317889928817749,0.7520137160443958
73,0.7311904430389404,0.7517224949964947
74,0.730357825756073,0.7513441611204642
75,0.7293647825717926,0.750896980016135
76,0.7282611131668091,0.7503847297150311
77,0.7270731627941132,0.7497978887099792
78,0.7258208692073822,0.7491272782722709
79,0.7245194315910339,0.7483719731164642
80,0.7231811285018921,0.7475325736876332
81,0.7218140959739685,0.7466080299794979
82,0.7204185724258423,0.7456015928156207
83,0.719012588262558,0.7445269103738774
84,0.7176197171211243,0.7433935885641278
85,0.7162686586380005,0.7422078167693766
86,0.7149918079376221,0.7409799548452229
87,0.7137917876243591,0.7397195537911121
88,0.712672084569931,0.738437852713206
89,0.7116594016551971,0.737125844511
90,0.7108041942119598,0.7357794216960556
91,0.7101199924945831,0.7343964422903072
92,0.7097394168376923,0.733016468450816
93,0.709894210100174,0.7317227547551919
94,0.7101915180683136,0.7304264080510605
95,0.7103919386863708,0.7290669478806331
96,0.7105551958084106,0.7276643639231368
97,0.7109489440917969,0.7262757726027413
98,0.7116065323352814,0.7248882726936131
99,0.712384968996048,0.7234487142511965
100,0.7131442129611969,0.7219253544719464
101,0.7139303982257843,0.7203310781315696
102,0.7146340012550354,0.7186511907939257
103,0.7152091264724731,0.7168936584629273
104,0.7155722677707672,0.7150457624226949
105,0.7156215310096741,0.7130980255913034
106,0.7153236865997314,0.7110523656076637
107,0.7146509289741516,0.7089158407096946
108,0.7136597037315369,0.706699735011151
109,0.7123876512050629,0.704409532859497
110,0.7108792662620544,0.7020340285769284
111,0.70915287733078,0.6994915142984697
112,0.7074081301689148,0.6967316481257436
113,0.7056912779808044,0.6938860146891872
114,0.7038601338863373,0.6910058733559932
115,0.7018263339996338,0.688124658080083
116,0.6996507346630096,0.6852546245847135
117,0.6974091529846191,0.6823937079788256
118,0.6951519250869751,0.6795542640523922
119,0.6929210424423218,0.6767610318025978
