,NSE_Test,KGE_Test
0,0.9088214710354805,0.7775131779839133
1,0.8862088769674301,0.7443364167383787
2,0.8257881700992584,0.6779220296161608
3,0.7772918939590454,0.6406477324550703
4,0.7417768836021423,0.6164245920986111
5,0.7140236496925354,0.5978360146094143
6,0.6918042302131653,0.5823745587720908
7,0.6735526919364929,0.5691341522132378
8,0.6589594483375549,0.5580218482089365
9,0.6475914120674133,0.5489164259631718
10,0.6389670073986053,0.541625564342596
11,0.6330395638942719,0.5360657347924633
12,0.6293735802173615,0.5319879203076255
13,0.6274123787879944,0.5292638510071546
14,0.6263341009616852,0.5275106514865854
15,0.6258952915668488,0.5266319316158943
16,0.6255674660205841,0.5263140202477428
17,0.6248885691165924,0.5263077816062349
18,0.6234005689620972,0.5262254495688865
19,0.6205718219280243,0.5254444800885059
20,0.6161154210567474,0.5234223914413554
21,0.6095510721206665,0.5196051643959878
22,0.6001151204109192,0.5133780598388183
23,0.5875285267829895,0.5044905410421188
