,NSE_Test,KGE_Test
0,0.9330843687057495,0.9579670406326053
1,0.899310365319252,0.9475976879006074
2,0.8694474250078201,0.9272707995114607
3,0.8428584784269333,0.8988042328877254
4,0.8184033632278442,0.8718690881981968
5,0.7971124649047852,0.8510705965481997
6,0.7802587747573853,0.8364269945758225
7,0.7684434354305267,0.8265778215006175
8,0.7610458135604858,0.8200180221044489
9,0.7569175362586975,0.8154684360848868
10,0.7548792660236359,0.8119330339871118
11,0.7539712935686111,0.8087533986708311
12,0.7533421069383621,0.8054547477631607
13,0.7524367719888687,0.8018546296003619
14,0.751128152012825,0.7979882567636607
15,0.7495417594909668,0.7940242219988726
16,0.7480997741222382,0.790224813504043
17,0.7470476031303406,0.7867666119604242
18,0.7464016377925873,0.7837169965903938
19,0.7461113929748535,0.7811077871949168
20,0.7460642457008362,0.778896512845767
21,0.7459032535552979,0.7768523219462689
22,0.7456587851047516,0.7750717233382206
23,0.7455005943775177,0.7737218692553167
24,0.7454940676689148,0.7729029817008717
25,0.7455746233463287,0.7725783740968998
26,0.7456762194633484,0.7726375595056827
27,0.7458445727825165,0.7729999868351336
28,0.7460471987724304,0.7735789630090867
29,0.746286004781723,0.7742893159014543
30,0.7464820742607117,0.7750146901970278
31,0.7466208040714264,0.775664105790056
32,0.7467779815196991,0.7761940090122483
33,0.7469830811023712,0.7765771402841419
34,0.7471778690814972,0.7767834689934872
35,0.7472553551197052,0.7767882767007321
36,0.7471051216125488,0.7765772044791941
37,0.7466538846492767,0.7761462647239059
38,0.7459318041801453,0.7755227773943028
39,0.7449637353420258,0.7747374825330329
40,0.7439208328723907,0.7738693638248696
41,0.7429306209087372,0.7729778110684589
42,0.7421664893627167,0.7721298588430137
43,0.7416524291038513,0.7713359166965829
44,0.741298258304596,0.7705633857975607
45,0.7409569621086121,0.7697589113985409
46,0.7405526041984558,0.7688945443120503
47,0.7400486469268799,0.7679486990427719
48,0.7394432127475739,0.7669123699318983
49,0.7386876940727234,0.7657600594492625
50,0.7377370297908783,0.7644680028789705
51,0.7366524338722229,0.7630438587428092
52,0.7355038523674011,0.7614989177188799
53,0.7344331443309784,0.7598826479734916
54,0.7335729002952576,0.7582358300774593
55,0.732932984828949,0.7565630506348733
56,0.732428789138794,0.7548524852565606
57,0.7319170236587524,0.7530987959646437
58,0.7313116788864136,0.7513197006405223
59,0.7306513488292694,0.7495671004702613
60,0.7300300896167755,0.7479051511508858
61,0.7294698655605316,0.7463723227100632
62,0.7289586365222931,0.7450005996426676
63,0.7285716831684113,0.7438486372300197
64,0.7282652854919434,0.7429142577550838
65,0.7281507253646851,0.7422284633337481
66,0.7281672060489655,0.741753167011397
67,0.7282652258872986,0.7414590944150377
68,0.7283763289451599,0.7413193714985152
69,0.728445827960968,0.7413170547859479
70,0.7284167110919952,0.7414263585174972
71,0.7282305955886841,0.7416169420046952
72,0.7278773188591003,0.7418688792356334
73,0.7273882329463959,0.7421792237433391
74,0.726850837469101,0.7425656484469763
75,0.7263529598712921,0.7430410603734304
76,0.725956916809082,0.7436013731082947
77,0.7256942391395569,0.7442322845744527
78,0.7255856990814209,0.7449219999983379
79,0.7256326079368591,0.7456588361731
80,0.7258191406726837,0.7464337043092854
81,0.7261045277118683,0.7472294237727521
82,0.7264310121536255,0.74803137184499
83,0.7267576158046722,0.748829586141122
84,0.7270546555519104,0.749617322015675
85,0.7273073196411133,0.7503931551543802
86,0.7275201678276062,0.7511617613753782
87,0.7276809811592102,0.7519242070511445
88,0.7277920842170715,0.7526871157951673
89,0.7278851568698883,0.7534605288454992
90,0.7280283272266388,0.7542767318983954
91,0.7282256186008453,0.7551624512536397
92,0.7286002337932587,0.7562161671346243
93,0.7293774783611298,0.757593599945041
94,0.7301461398601532,0.7590478799188649
95,0.7306572198867798,0.7604276043776754
96,0.7309851944446564,0.7617712765814918
97,0.7314350605010986,0.7632200334300411
98,0.7320989370346069,0.7647615024780618
99,0.7328813672065735,0.7662610897850152
100,0.7336596548557281,0.7676085423834283
101,0.7345046401023865,0.7688347095652713
102,0.7353204488754272,0.7698930257489752
103,0.7360840737819672,0.7707904397365691
104,0.7367367446422577,0.7715253182775457
105,0.737189382314682,0.7720839214248312
106,0.737404078245163,0.7724790315241119
107,0.7373416721820831,0.772719333579141
108,0.7370599806308746,0.7728452841565778
109,0.7366123199462891,0.7728883638660827
110,0.7360707819461823,0.7728802902516705
111,0.7355159819126129,0.772847149959017
112,0.7352262735366821,0.7729396708770905
113,0.7351889610290527,0.7731549920254135
114,0.7351887226104736,0.7733789260685218
115,0.7350783348083496,0.7735208610290083
116,0.7349037230014801,0.7735746440271036
117,0.7347291707992554,0.77357598782574
118,0.734576553106308,0.7735633401826896
119,0.7344532012939453,0.7735588228266592
