,TrainLoss,TestLoss
0,0.48514530062675476,759.2354736328125
1,0.2562905251979828,288.9996643066406
2,0.21644406020641327,250.19003295898438
3,0.20294612646102905,267.0005187988281
4,0.18519921600818634,218.7211456298828
5,0.17687885463237762,473.9265441894531
6,0.16352009773254395,2165.001953125
7,0.15484380722045898,198.8647003173828
8,0.14851771295070648,194.42637634277344
9,0.13665683567523956,498.9132385253906
10,0.13529233634471893,457.6852111816406
11,0.13031314313411713,198.38040161132812
12,0.130584716796875,1272.735107421875
13,0.1219804435968399,548.0902099609375
14,0.12227089703083038,997.9102783203125
15,0.11559262126684189,994.3048095703125
16,0.11363232135772705,128.11801147460938
17,0.1084010899066925,1380.132080078125
18,0.10603504627943039,989.9885864257812
19,0.09798835217952728,1261.4110107421875
20,0.10377049446105957,313.6776428222656
21,0.09570606052875519,395.9477233886719
22,0.09973087161779404,590.732177734375
23,0.0917792096734047,371.2996520996094
24,0.0960044413805008,723.0884399414062
25,0.08758615702390671,1100.313232421875
26,0.09096180647611618,896.80517578125
27,0.0840080976486206,806.1487426757812
28,0.0828988254070282,551.341064453125
29,0.08371591567993164,888.0266723632812
30,0.0798707976937294,381.186279296875
31,0.08280305564403534,620.25634765625
32,0.05583712458610535,296.5274963378906
33,0.0523548424243927,350.9833679199219
34,0.051142528653144836,574.1846313476562
35,0.05074535682797432,527.1045532226562
36,0.049154046922922134,555.2052001953125
